queryId,avatar_name,avatar_id,language,city,date,mobile,user_history,user_history_by_city,hotel_id,price,stock
4888,rwmblfze,239013,polish,madrid,2,0,4,4,2,95,0
2146,uljetswb,122584,polish,madrid,17,0,0,0,2,95,4
4887,rwmblfze,239013,polish,madrid,17,0,3,3,2,95,4
5447,kxmcwtpn,239197,polish,madrid,17,0,3,3,2,96,4
1485,vibuwogp,76454,portuguese,madrid,2,0,0,0,2,90,0
5035,ulretnjg,239065,portuguese,madrid,2,0,1,1,2,90,0
1979,jekpclsf,81559,romanian,madrid,2,1,0,0,2,92,0
5330,osjqxmhl,239161,romanian,madrid,2,1,2,2,2,92,0
1487,jlpqcmir,76456,slovakian,madrid,2,0,0,0,2,90,0
5042,kehtprvm,239066,slovakian,madrid,2,0,6,6,2,90,0
2042,bvoeyrkz,122464,slovakian,madrid,16,0,0,0,2,90,0
5369,wrzltmys,239173,slovakian,madrid,16,0,3,3,2,91,0
2023,fdbwqolg,122441,slovene,madrid,4,1,0,0,2,94,0
5354,kipomyxg,239169,slovene,madrid,4,1,1,1,2,94,0
1982,xjopzykr,81562,spanish,madrid,2,1,0,0,2,90,0
5332,owziyrlk,239162,spanish,madrid,2,1,1,1,2,90,0
1496,itverpbu,81064,spanish,madrid,6,1,0,0,2,90,0
5050,stvokhrc,239068,spanish,madrid,6,1,5,5,2,91,0
1131,messi-4,67396,croatian,rome,5,1,0,0,3,70,0
4946,erhdtpiw,239032,croatian,rome,5,1,2,2,3,70,0
1187,avatar-7,69588,cypriot,rome,4,0,0,0,3,73,0
4954,djbkcstp,239036,cypriot,rome,4,0,1,1,3,73,0
909,mldmprocrastinators-147,56546,dutch,rome,3,0,0,0,3,71,0
4928,avufdrkp,239026,dutch,rome,3,0,4,4,3,74,0
502,procrastinators-85,56347,finnish,rome,1,0,0,0,3,76,0
4855,wdktempo,239004,finnish,rome,1,0,2,2,3,76,0
2006,nsmtlorw,121745,finnish,rome,4,0,0,0,3,76,0
5343,qgksiodb,239165,finnish,rome,4,0,4,4,3,79,0
1278,drfzpvbm,69643,hungarian,rome,1,1,0,0,3,67,0
4982,vymanros,239047,hungarian,rome,1,1,1,1,3,67,0
2073,oexmlkwa,122500,hungarian,rome,16,0,0,0,3,67,6
5391,fjpzxreq,239180,hungarian,rome,16,0,1,1,3,67,6
1583,spewqrfo,81151,latvian,rome,2,0,0,0,3,73,0
5087,ngxmacrh,239081,latvian,rome,2,0,1,1,3,73,0
1214,avatar-20,69601,lithuanian,rome,2,1,0,0,3,71,0
4958,dtlonqbr,239038,lithuanian,rome,2,1,1,1,3,71,0
591,beltran-69,56388,romanian,rome,2,1,0,0,3,69,0
4867,hcanwpbe,239008,romanian,rome,2,1,2,2,3,71,0
711,mostafa-20,56454,spanish,rome,0,1,0,0,3,71,0
4890,gouzdckt,239014,spanish,rome,0,1,1,1,3,71,0
1514,dsbhjvmo,81082,austrian,sofia,3,1,0,0,4,46,0
5056,uszorajm,239070,austrian,sofia,3,1,1,1,4,46,0
1216,avatar-22,69603,croatian,sofia,18,1,0,0,4,44,0
4961,svecjxpf,239039,croatian,sofia,18,1,2,2,4,44,0
1553,freuzkln,81121,cypriot,sofia,1,0,0,0,4,45,0
5074,jwgphtbn,239076,cypriot,sofia,1,0,2,2,4,45,0
230,mldmprocrastinators-13,56213,dutch,sofia,1,0,0,0,4,46,0
4813,bnzxdtic,238989,dutch,sofia,1,0,1,1,4,46,0
2139,hacbkmvp,122577,finnish,sofia,5,0,0,0,4,47,0
5440,rvgcldih,239195,finnish,sofia,5,0,1,1,4,47,0
498,procrastinators-82,56344,french,sofia,0,1,0,0,4,46,0
4852,mrcubpvq,239003,french,sofia,0,1,1,1,4,46,0
858,mldmprocrastinators-117,56516,maltese,sofia,3,0,0,0,4,45,0
4914,aswuboeg,239023,maltese,sofia,3,0,2,2,4,45,0
1537,souvrhjm,81105,spanish,sofia,19,0,0,0,4,47,0
5066,gtiodwjs,239073,spanish,sofia,19,0,2,2,4,47,0
2020,efvclqzt,122437,swedish,sofia,0,0,0,0,4,47,0
5352,lgmnyxhq,239168,swedish,sofia,0,0,2,2,4,47,0
1741,ytvpghja,81321,austrian,vilnius,2,1,0,0,5,149,3
1768,zqusboni,81348,austrian,vilnius,2,1,0,0,5,149,3
1795,oqhkrupt,81375,austrian,vilnius,2,1,0,0,5,149,3
1822,vigoehup,81402,austrian,vilnius,2,1,0,0,5,149,3
1849,osqugnvl,81429,austrian,vilnius,2,1,0,0,5,149,3
1876,dbopwsuj,81456,austrian,vilnius,2,1,0,0,5,149,3
1903,ompebqzv,81483,austrian,vilnius,2,1,0,0,5,149,3
1930,xhvtgjwk,81510,austrian,vilnius,2,1,0,0,5,149,3
5145,kbitfjph,239100,austrian,vilnius,2,1,1,1,5,149,3
5199,syntavex,239118,austrian,vilnius,2,1,1,1,5,149,3
5280,lrcfsyba,239144,austrian,vilnius,2,1,1,1,5,149,3
5254,svtomlez,239137,austrian,vilnius,2,1,2,2,5,149,3
5228,mghviznu,239128,austrian,vilnius,2,1,3,3,5,150,3
1742,dfxtnpic,81322,belgian,vilnius,2,1,0,0,5,146,3
1769,wsyorvcq,81349,belgian,vilnius,2,1,0,0,5,146,3
1796,cnbdhtyv,81376,belgian,vilnius,2,1,0,0,5,146,3
1823,jypmvhar,81403,belgian,vilnius,2,1,0,0,5,146,3
1850,qpjuaoki,81430,belgian,vilnius,2,1,0,0,5,146,3
1877,rkwnyhzj,81457,belgian,vilnius,2,1,0,0,5,146,3
1904,meucfwdp,81484,belgian,vilnius,2,1,0,0,5,146,3
1931,ftnxzpwc,81511,belgian,vilnius,2,1,0,0,5,146,3
5173,jlpztwvu,239110,belgian,vilnius,2,1,1,1,5,146,3
5093,tdzksayb,239083,belgian,vilnius,2,1,2,2,5,146,3
5123,gpurdesf,239091,belgian,vilnius,2,1,5,5,5,146,3
1743,qbmgvapd,81323,bulgarian,vilnius,2,1,0,0,5,138,3
1770,scfhplzr,81350,bulgarian,vilnius,2,1,0,0,5,138,3
1797,gkzworhf,81377,bulgarian,vilnius,2,1,0,0,5,138,3
1824,ybshcump,81404,bulgarian,vilnius,2,1,0,0,5,138,3
1851,vjflecru,81431,bulgarian,vilnius,2,1,0,0,5,138,3
1878,qtysmrgu,81458,bulgarian,vilnius,2,1,0,0,5,138,3
1905,ixplancu,81485,bulgarian,vilnius,2,1,0,0,5,138,3
1932,ygqjisrk,81512,bulgarian,vilnius,2,1,0,0,5,138,3
5202,fhabsrpo,239119,bulgarian,vilnius,2,1,2,2,5,138,3
5283,vbxaumjk,239145,bulgarian,vilnius,2,1,2,2,5,138,3
5149,dvsegwrz,239101,bulgarian,vilnius,2,1,3,3,5,138,3
2025,wkundcoh,122443,bulgarian,vilnius,3,0,0,0,5,150,4
5359,hpxmcbov,239170,bulgarian,vilnius,3,0,4,4,5,151,4
757,mostafa-47,56481,croatian,vilnius,0,1,0,0,5,156,0
4904,ywufkxvl,239019,croatian,vilnius,0,1,4,4,5,156,0
1744,gnqtzurh,81324,croatian,vilnius,2,1,0,0,5,144,3
1771,vchniumo,81351,croatian,vilnius,2,1,0,0,5,144,3
1798,arwuntio,81378,croatian,vilnius,2,1,0,0,5,144,3
1825,ovxqdjri,81405,croatian,vilnius,2,1,0,0,5,144,3
1852,lpwfjikd,81432,croatian,vilnius,2,1,0,0,5,144,3
1879,grentlxp,81459,croatian,vilnius,2,1,0,0,5,144,3
1906,xngqpwyv,81486,croatian,vilnius,2,1,0,0,5,144,3
1933,oqvtzwex,81513,croatian,vilnius,2,1,0,0,5,144,3
5256,adjnvpzy,239138,croatian,vilnius,2,1,1,1,5,144,3
5176,rxliyufa,239111,croatian,vilnius,2,1,2,2,5,144,3
1745,vwpszrxh,81325,cypriot,vilnius,2,1,0,0,5,146,3
1772,yhaqdmvn,81352,cypriot,vilnius,2,1,0,0,5,146,3
1799,nwobqpzr,81379,cypriot,vilnius,2,1,0,0,5,146,3
1826,acjbgndv,81406,cypriot,vilnius,2,1,0,0,5,146,3
1853,zamlxbuv,81433,cypriot,vilnius,2,1,0,0,5,146,3
1880,imqrognb,81460,cypriot,vilnius,2,1,0,0,5,146,3
1907,bsodiarn,81487,cypriot,vilnius,2,1,0,0,5,146,3
1934,eypwubxo,81514,cypriot,vilnius,2,1,0,0,5,146,3
5230,wzuijkgl,239129,cypriot,vilnius,2,1,1,1,5,146,3
5100,xhalkgrm,239084,cypriot,vilnius,2,1,6,6,5,147,3
386,mldmprocrastinators-97,56297,czech,vilnius,2,1,0,0,5,144,3
1746,nutwajmi,81326,czech,vilnius,2,1,0,0,5,144,3
1773,gkrplqvm,81353,czech,vilnius,2,1,0,0,5,144,3
1800,vabeidux,81380,czech,vilnius,2,1,0,0,5,144,3
1827,knxrgizs,81407,czech,vilnius,2,1,0,0,5,144,3
1854,fcvnkshr,81434,czech,vilnius,2,1,0,0,5,144,3
1881,afmkdnlx,81461,czech,vilnius,2,1,0,0,5,144,3
1908,wgnholmp,81488,czech,vilnius,2,1,0,0,5,144,3
1935,mbwxkegd,81515,czech,vilnius,2,1,0,0,5,144,3
5204,ykfsidqo,239120,czech,vilnius,2,1,1,1,5,144,3
5285,laywkqzt,239146,czech,vilnius,2,1,1,1,5,144,3
5261,buxehlmq,239139,czech,vilnius,2,1,4,4,5,148,3
1747,qwbaxnoh,81327,danish,vilnius,2,1,0,0,5,149,3
1774,zfabwnpq,81354,danish,vilnius,2,1,0,0,5,149,3
1801,dtwisunr,81381,danish,vilnius,2,1,0,0,5,149,3
1828,yznjgvem,81408,danish,vilnius,2,1,0,0,5,149,3
1855,vwmldjec,81435,danish,vilnius,2,1,0,0,5,149,3
1882,xbhcarys,81462,danish,vilnius,2,1,0,0,5,149,3
1909,swfcymag,81489,danish,vilnius,2,1,0,0,5,149,3
1936,aqjfurli,81516,danish,vilnius,2,1,0,0,5,149,3
5153,tpvmcsha,239102,danish,vilnius,2,1,3,3,5,149,3
5180,tkzjdsnl,239112,danish,vilnius,2,1,3,3,5,154,3
5234,kmlpiefr,239130,danish,vilnius,2,1,3,3,5,149,3
1748,hpixalej,81328,dutch,vilnius,2,1,0,0,5,146,3
1775,tlhfckug,81355,dutch,vilnius,2,1,0,0,5,146,3
1802,jkusatop,81382,dutch,vilnius,2,1,0,0,5,146,3
1829,iuhezqlo,81409,dutch,vilnius,2,1,0,0,5,146,3
1856,qnjurcyg,81436,dutch,vilnius,2,1,0,0,5,146,3
1883,tnukdwiq,81463,dutch,vilnius,2,1,0,0,5,146,3
1910,slartenv,81490,dutch,vilnius,2,1,0,0,5,146,3
1937,ezksvcuj,81517,dutch,vilnius,2,1,0,0,5,146,3
5125,ezavxgbc,239092,dutch,vilnius,2,1,1,1,5,146,3
5207,aclnqmot,239121,dutch,vilnius,2,1,2,2,5,146,3
5289,certlgdh,239147,dutch,vilnius,2,1,3,3,5,147,3
1750,dbyktofu,81330,finnish,vilnius,2,1,0,0,5,146,3
1777,dfhwelms,81357,finnish,vilnius,2,1,0,0,5,146,3
1804,cidanzug,81384,finnish,vilnius,2,1,0,0,5,146,3
1831,vwxorgnu,81411,finnish,vilnius,2,1,0,0,5,146,3
1858,pkoutxcq,81438,finnish,vilnius,2,1,0,0,5,146,3
1885,ihdatmvl,81465,finnish,vilnius,2,1,0,0,5,146,3
1912,mvrqpljw,81492,finnish,vilnius,2,1,0,0,5,146,3
1939,mxolngqk,81519,finnish,vilnius,2,1,0,0,5,146,3
5128,vmnrqcpz,239093,finnish,vilnius,2,1,2,2,5,147,3
1751,luowynmf,81331,french,vilnius,2,1,0,0,5,146,3
1778,fomsxryz,81358,french,vilnius,2,1,0,0,5,146,3
1805,xpagobjf,81385,french,vilnius,2,1,0,0,5,146,3
1832,zaebkogd,81412,french,vilnius,2,1,0,0,5,146,3
1859,permahsk,81439,french,vilnius,2,1,0,0,5,146,3
1886,xfgtwmnp,81466,french,vilnius,2,1,0,0,5,146,3
1913,otncdiqj,81493,french,vilnius,2,1,0,0,5,146,3
1940,tnmhjwps,81520,french,vilnius,2,1,0,0,5,146,3
5155,kxhzligt,239103,french,vilnius,2,1,1,1,5,147,3
5210,zqhgswac,239122,french,vilnius,2,1,2,2,5,147,3
5184,ibkmgvfr,239113,french,vilnius,2,1,3,3,5,147,3
5265,suqypzkb,239140,french,vilnius,2,1,3,3,5,147,3
5239,dkhtreom,239131,french,vilnius,2,1,4,4,5,146,3
1752,ekghqlus,81332,german,vilnius,2,1,0,0,5,144,3
1779,hjlqveda,81359,german,vilnius,2,1,0,0,5,144,3
1806,zvgsipxq,81386,german,vilnius,2,1,0,0,5,144,3
1833,amxckzrb,81413,german,vilnius,2,1,0,0,5,144,3
1860,lwaxztep,81440,german,vilnius,2,1,0,0,5,144,3
1887,miufvwyz,81467,german,vilnius,2,1,0,0,5,144,3
1914,pbdqatmr,81494,german,vilnius,2,1,0,0,5,144,3
1941,fsvzlbtd,81521,german,vilnius,2,1,0,0,5,144,3
5102,vqrshpon,239085,german,vilnius,2,1,1,1,5,144,3
5293,ynkqhsag,239148,german,vilnius,2,1,3,3,5,144,3
170,beltran-25,56182,greek,vilnius,0,1,0,0,5,156,0
4806,qdroucfk,238985,greek,vilnius,0,1,2,2,5,156,0
1753,mptzsxwl,81333,greek,vilnius,2,1,0,0,5,144,3
1780,etjokmnw,81360,greek,vilnius,2,1,0,0,5,144,3
1807,tvwqyaip,81387,greek,vilnius,2,1,0,0,5,144,3
1834,yrlfcgpu,81414,greek,vilnius,2,1,0,0,5,144,3
1861,osuizbaj,81441,greek,vilnius,2,1,0,0,5,144,3
1888,qxfgrtzb,81468,greek,vilnius,2,1,0,0,5,144,3
1915,fpolxids,81495,greek,vilnius,2,1,0,0,5,144,3
1942,fexrjqtm,81522,greek,vilnius,2,1,0,0,5,144,3
5130,yrwjsizu,239094,greek,vilnius,2,1,1,1,5,144,3
5157,idwpbzev,239104,greek,vilnius,2,1,1,1,5,144,3
1754,ujkvlmsg,81334,hungarian,vilnius,2,1,0,0,5,138,3
1781,qruseknf,81361,hungarian,vilnius,2,1,0,0,5,138,3
1808,wqydnoix,81388,hungarian,vilnius,2,1,0,0,5,138,3
1835,simzjrea,81415,hungarian,vilnius,2,1,0,0,5,138,3
1862,ftyvrwuh,81442,hungarian,vilnius,2,1,0,0,5,138,3
1889,fmexwzsp,81469,hungarian,vilnius,2,1,0,0,5,138,3
1916,xsmyrjvq,81496,hungarian,vilnius,2,1,0,0,5,138,3
1943,ibwvagts,81523,hungarian,vilnius,2,1,0,0,5,138,3
5213,dgayibjt,239123,hungarian,vilnius,2,1,2,2,5,138,3
5106,vjwebgux,239086,hungarian,vilnius,2,1,3,3,5,138,3
1755,zmcdwjur,81335,irish,vilnius,2,1,0,0,5,149,3
1782,vxigezky,81362,irish,vilnius,2,1,0,0,5,149,3
1809,gbdksfrq,81389,irish,vilnius,2,1,0,0,5,149,3
1836,bxpjkhdt,81416,irish,vilnius,2,1,0,0,5,149,3
1863,ibtlxwdf,81443,irish,vilnius,2,1,0,0,5,149,3
1890,opsdbfwl,81470,irish,vilnius,2,1,0,0,5,149,3
1917,fsmykcgd,81497,irish,vilnius,2,1,0,0,5,149,3
1944,ebhxgzdy,81524,irish,vilnius,2,1,0,0,5,149,3
5132,oeivmrjq,239095,irish,vilnius,2,1,1,1,5,149,3
5159,ibwsectu,239105,irish,vilnius,2,1,1,1,5,149,3
5187,trvmnoqh,239114,irish,vilnius,2,1,2,2,5,149,3
5269,wjbvluhf,239141,irish,vilnius,2,1,3,3,5,151,3
1198,avatar-13,69594,irish,vilnius,3,1,0,0,5,162,4
4956,bczrqsof,239037,irish,vilnius,3,1,1,1,5,162,4
1133,messi-6,67398,irish,vilnius,8,1,0,0,5,162,11
5268,wjbvluhf,239141,irish,vilnius,8,1,2,2,5,162,11
1527,vlzkygph,81095,irish,vilnius,19,0,0,0,5,128,38
5063,qziuvcxw,239072,irish,vilnius,19,0,3,3,5,133,38
646,badie-32,56416,italian,vilnius,1,0,0,0,5,156,1
4875,pgefcozy,239010,italian,vilnius,1,0,3,3,5,156,1
1756,lrfiekps,81336,italian,vilnius,2,1,0,0,5,144,3
1783,dhynpfst,81363,italian,vilnius,2,1,0,0,5,144,3
1810,dapwzgtb,81390,italian,vilnius,2,1,0,0,5,144,3
1837,byxveqml,81417,italian,vilnius,2,1,0,0,5,144,3
1864,ofvclmrx,81444,italian,vilnius,2,1,0,0,5,144,3
1891,pdimfjru,81471,italian,vilnius,2,1,0,0,5,144,3
1918,yrocgelj,81498,italian,vilnius,2,1,0,0,5,144,3
1945,njuqivzb,81525,italian,vilnius,2,1,0,0,5,144,3
5241,kbmhclsu,239132,italian,vilnius,2,1,1,1,5,144,3
5295,wkczoqpn,239149,italian,vilnius,2,1,1,1,5,144,3
1757,ebcpzurf,81337,latvian,vilnius,2,1,0,0,5,141,3
1784,dhbsxmwc,81364,latvian,vilnius,2,1,0,0,5,141,3
1811,igvykrjs,81391,latvian,vilnius,2,1,0,0,5,141,3
1838,mtfzlrix,81418,latvian,vilnius,2,1,0,0,5,141,3
1865,xqlocysm,81445,latvian,vilnius,2,1,0,0,5,141,3
1892,estpgcld,81472,latvian,vilnius,2,1,0,0,5,141,3
1919,rcswufjz,81499,latvian,vilnius,2,1,0,0,5,141,3
1946,cadgqvwt,81526,latvian,vilnius,2,1,0,0,5,141,3
5161,nvogiwcs,239106,latvian,vilnius,2,1,1,1,5,141,3
5215,vxlziwtb,239124,latvian,vilnius,2,1,1,1,5,141,3
5135,qoebymin,239096,latvian,vilnius,2,1,2,2,5,141,3
1758,vncwxmyz,81338,lithuanian,vilnius,2,1,0,0,5,141,3
1785,tgcxpeai,81365,lithuanian,vilnius,2,1,0,0,5,141,3
1812,uhkjsbvl,81392,lithuanian,vilnius,2,1,0,0,5,141,3
1839,ctajswuh,81419,lithuanian,vilnius,2,1,0,0,5,141,3
1866,hdljryce,81446,lithuanian,vilnius,2,1,0,0,5,141,3
1893,gjezqnus,81473,lithuanian,vilnius,2,1,0,0,5,141,3
1920,eydcphmq,81500,lithuanian,vilnius,2,1,0,0,5,141,3
1947,jlzksima,81527,lithuanian,vilnius,2,1,0,0,5,141,3
5108,txnwfacr,239087,lithuanian,vilnius,2,1,1,1,5,141,3
5244,kprusncb,239133,lithuanian,vilnius,2,1,2,2,5,141,3
5298,zgoypmjl,239150,lithuanian,vilnius,2,1,2,2,5,141,3
5191,vyftcgru,239115,lithuanian,vilnius,2,1,3,3,5,145,3
1221,avatar-27,69608,lithuanian,vilnius,4,0,0,0,5,153,6
4965,bspxchln,239041,lithuanian,vilnius,4,0,1,1,5,153,6
327,mldmprocrastinators-63,56263,luxembourgish,vilnius,2,1,0,0,5,146,3
1759,cznqaihy,81339,luxembourgish,vilnius,2,1,0,0,5,146,3
1786,umnkdwsh,81366,luxembourgish,vilnius,2,1,0,0,5,146,3
1813,bidgrtwq,81393,luxembourgish,vilnius,2,1,0,0,5,146,3
1840,hebuvpjy,81420,luxembourgish,vilnius,2,1,0,0,5,146,3
1867,yrbcqjgp,81447,luxembourgish,vilnius,2,1,0,0,5,146,3
1894,fupcrsxt,81474,luxembourgish,vilnius,2,1,0,0,5,146,3
1921,kplvcmra,81501,luxembourgish,vilnius,2,1,0,0,5,146,3
1948,pcqrjemi,81528,luxembourgish,vilnius,2,1,0,0,5,146,3
5164,nwkapgei,239107,luxembourgish,vilnius,2,1,2,2,5,148,3
5218,zstrhowd,239125,luxembourgish,vilnius,2,1,2,2,5,146,3
5274,ibuqgcvk,239142,luxembourgish,vilnius,2,1,4,4,5,151,3
4829,cjpvfyae,238995,luxembourgish,vilnius,2,1,5,5,5,148,3
1760,zdvbphuf,81340,maltese,vilnius,2,1,0,0,5,146,3
1787,juvcreys,81367,maltese,vilnius,2,1,0,0,5,146,3
1814,sieavfhp,81394,maltese,vilnius,2,1,0,0,5,146,3
1841,dapneqwg,81421,maltese,vilnius,2,1,0,0,5,146,3
1868,uwkgypxl,81448,maltese,vilnius,2,1,0,0,5,146,3
1895,qplugmwr,81475,maltese,vilnius,2,1,0,0,5,146,3
1922,dcurfeis,81502,maltese,vilnius,2,1,0,0,5,146,3
1949,yuifcjoe,81529,maltese,vilnius,2,1,0,0,5,146,3
5111,ranzkwqp,239088,maltese,vilnius,2,1,2,2,5,146,3
5139,mdcjxtyl,239097,maltese,vilnius,2,1,3,3,5,146,3
531,beltran-38,56357,polish,vilnius,2,0,0,0,5,153,3
4857,adetjrgc,239005,polish,vilnius,2,0,1,1,5,153,3
1761,pyjbxqoz,81341,polish,vilnius,2,1,0,0,5,141,3
1788,mbgjdxsc,81368,polish,vilnius,2,1,0,0,5,141,3
1815,xveqltry,81395,polish,vilnius,2,1,0,0,5,141,3
1842,dcgbpkox,81422,polish,vilnius,2,1,0,0,5,141,3
1869,idyvfgxe,81449,polish,vilnius,2,1,0,0,5,141,3
1896,sjyuoabd,81476,polish,vilnius,2,1,0,0,5,141,3
